,0
1499,2016-09-23
1500,2016-09-26
1501,2016-09-27
1502,2016-09-28
1503,2016-09-29
1504,2016-09-30
1505,2016-10-10
1506,2016-10-11
1507,2016-10-12
1508,2016-10-13
1509,2016-10-14
1510,2016-10-17
1511,2016-10-18
1512,2016-10-19
1513,2016-10-20
1514,2016-10-21
1515,2016-10-24
1516,2016-10-25
1517,2016-10-26
1518,2016-10-27
1519,2016-10-28
1520,2016-10-31
1521,2016-11-01
1522,2016-11-02
1523,2016-11-03
1524,2016-11-04
1525,2016-11-07
1526,2016-11-08
1527,2016-11-09
1528,2016-11-10
1529,2016-11-11
1530,2016-11-14
1531,2016-11-15
1532,2016-11-16
1533,2016-11-17
1534,2016-11-18
1535,2016-11-21
1536,2016-11-22
1537,2016-11-23
1538,2016-11-24
1539,2016-11-25
1540,2016-11-28
1541,2016-11-29
1542,2016-11-30
1543,2016-12-01
1544,2016-12-02
1545,2016-12-05
1546,2016-12-06
1547,2016-12-07
1548,2016-12-08
1549,2016-12-09
1550,2016-12-12
1551,2016-12-13
1552,2016-12-14
1553,2016-12-15
1554,2016-12-16
1555,2016-12-19
1556,2016-12-20
1557,2016-12-21
1558,2016-12-22
1559,2016-12-23
1560,2016-12-26
1561,2016-12-27
1562,2016-12-28
1563,2016-12-29
1564,2016-12-30
1565,2017-01-03
1566,2017-01-04
1567,2017-01-05
1568,2017-01-06
1569,2017-01-09
1570,2017-01-10
1571,2017-01-11
1572,2017-01-12
1573,2017-01-13
1574,2017-01-16
1575,2017-01-17
1576,2017-01-18
1577,2017-01-19
1578,2017-01-20
1579,2017-01-23
1580,2017-01-24
1581,2017-01-25
1582,2017-01-26
1583,2017-02-03
1584,2017-02-06
1585,2017-02-07
1586,2017-02-08
1587,2017-02-09
1588,2017-02-10
1589,2017-02-13
1590,2017-02-14
1591,2017-02-15
1592,2017-02-16
1593,2017-02-17
1594,2017-02-20
1595,2017-02-21
1596,2017-02-22
1597,2017-02-23
1598,2017-02-24
1599,2017-02-27
1600,2017-02-28
1601,2017-03-01
1602,2017-03-02
1603,2017-03-03
1604,2017-03-06
1605,2017-03-07
1606,2017-03-08
1607,2017-03-09
1608,2017-03-10
1609,2017-03-13
1610,2017-03-14
1611,2017-03-15
1612,2017-03-16
1613,2017-03-17
1614,2017-03-20
1615,2017-03-21
1616,2017-03-22
1617,2017-03-23
1618,2017-03-24
1619,2017-03-27
1620,2017-03-28
1621,2017-03-29
1622,2017-03-30
1623,2017-03-31
1624,2017-04-05
1625,2017-04-06
1626,2017-04-07
1627,2017-04-10
1628,2017-04-11
1629,2017-04-12
1630,2017-04-13
1631,2017-04-14
1632,2017-04-17
1633,2017-04-18
1634,2017-04-19
1635,2017-04-20
1636,2017-04-21
1637,2017-04-24
1638,2017-04-25
1639,2017-04-26
1640,2017-04-27
1641,2017-04-28
1642,2017-05-02
1643,2017-05-03
1644,2017-05-04
1645,2017-05-05
1646,2017-05-08
1647,2017-05-09
1648,2017-05-10
1649,2017-05-11
1650,2017-05-12
1651,2017-05-15
1652,2017-05-16
1653,2017-05-17
1654,2017-05-18
1655,2017-05-19
1656,2017-05-22
1657,2017-05-23
1658,2017-05-24
1659,2017-05-25
1660,2017-05-26
1661,2017-05-31
1662,2017-06-01
1663,2017-06-02
1664,2017-06-05
1665,2017-06-06
1666,2017-06-07
1667,2017-06-08
1668,2017-06-09
1669,2017-06-12
1670,2017-06-13
1671,2017-06-14
1672,2017-06-15
1673,2017-06-16
1674,2017-06-19
1675,2017-06-20
1676,2017-06-21
1677,2017-06-22
1678,2017-06-23
1679,2017-06-26
1680,2017-06-27
1681,2017-06-28
1682,2017-06-29
1683,2017-06-30
1684,2017-07-03
1685,2017-07-04
1686,2017-07-05
1687,2017-07-06
1688,2017-07-07
1689,2017-07-10
1690,2017-07-11
1691,2017-07-12
1692,2017-07-13
1693,2017-07-14
1694,2017-07-17
1695,2017-07-18
1696,2017-07-19
1697,2017-07-20
1698,2017-07-21
1699,2017-07-24
1700,2017-07-25
1701,2017-07-26
1702,2017-07-27
1703,2017-07-28
1704,2017-07-31
1705,2017-08-01
1706,2017-08-02
1707,2017-08-03
1708,2017-08-04
1709,2017-08-07
1710,2017-08-08
1711,2017-08-09
1712,2017-08-10
1713,2017-08-11
1714,2017-08-14
1715,2017-08-15
1716,2017-08-16
1717,2017-08-17
1718,2017-08-18
1719,2017-08-21
1720,2017-08-22
1721,2017-08-23
1722,2017-08-24
1723,2017-08-25
1724,2017-08-28
1725,2017-08-29
1726,2017-08-30
1727,2017-08-31
1728,2017-09-01
1729,2017-09-04
1730,2017-09-05
1731,2017-09-06
1732,2017-09-07
1733,2017-09-08
1734,2017-09-11
1735,2017-09-12
1736,2017-09-13
1737,2017-09-14
1738,2017-09-15
1739,2017-09-18
1740,2017-09-19
1741,2017-09-20
1742,2017-09-21
1743,2017-09-22
1744,2017-09-25
1745,2017-09-26
1746,2017-09-27
1747,2017-09-28
1748,2017-09-29
1749,2017-10-09
1750,2017-10-10
1751,2017-10-11
1752,2017-10-12
1753,2017-10-13
1754,2017-10-16
1755,2017-10-17
1756,2017-10-18
1757,2017-10-19
1758,2017-10-20
1759,2017-10-23
1760,2017-10-24
1761,2017-10-25
1762,2017-10-26
1763,2017-10-27
1764,2017-10-30
1765,2017-10-31
1766,2017-11-01
1767,2017-11-02
1768,2017-11-03
1769,2017-11-06
1770,2017-11-07
1771,2017-11-08
1772,2017-11-09
1773,2017-11-10
1774,2017-11-13
1775,2017-11-14
1776,2017-11-15
1777,2017-11-16
1778,2017-11-17
1779,2017-11-20
1780,2017-11-21
1781,2017-11-22
1782,2017-11-23
1783,2017-11-24
1784,2017-11-27
1785,2017-11-28
1786,2017-11-29
1787,2017-11-30
1788,2017-12-01
1789,2017-12-04
1790,2017-12-05
1791,2017-12-06
1792,2017-12-07
1793,2017-12-08
1794,2017-12-11
1795,2017-12-12
1796,2017-12-13
1797,2017-12-14
1798,2017-12-15
1799,2017-12-18
1800,2017-12-19
1801,2017-12-20
1802,2017-12-21
1803,2017-12-22
1804,2017-12-25
1805,2017-12-26
1806,2017-12-27
1807,2017-12-28
1808,2017-12-29
1809,2018-01-02
1810,2018-01-03
1811,2018-01-04
1812,2018-01-05
1813,2018-01-08
1814,2018-01-09
1815,2018-01-10
1816,2018-01-11
1817,2018-01-12
1818,2018-01-15
1819,2018-01-16
1820,2018-01-17
1821,2018-01-18
1822,2018-01-19
1823,2018-01-22
1824,2018-01-23
1825,2018-01-24
1826,2018-01-25
1827,2018-01-26
1828,2018-01-29
1829,2018-01-30
1830,2018-01-31
1831,2018-02-01
1832,2018-02-02
1833,2018-02-05
1834,2018-02-06
1835,2018-02-07
1836,2018-02-08
1837,2018-02-09
1838,2018-02-12
1839,2018-02-13
1840,2018-02-14
1841,2018-02-22
1842,2018-02-23
1843,2018-02-26
1844,2018-02-27
1845,2018-02-28
1846,2018-03-01
1847,2018-03-02
1848,2018-03-05
1849,2018-03-06
1850,2018-03-07
1851,2018-03-08
1852,2018-03-09
1853,2018-03-12
1854,2018-03-13
1855,2018-03-14
1856,2018-03-15
1857,2018-03-16
1858,2018-03-19
1859,2018-03-20
1860,2018-03-21
1861,2018-03-22
1862,2018-03-23
1863,2018-03-26
1864,2018-03-27
1865,2018-03-28
1866,2018-03-29
1867,2018-03-30
1868,2018-04-02
1869,2018-04-03
1870,2018-04-04
1871,2018-04-09
1872,2018-04-10
1873,2018-04-11
1874,2018-04-12
1875,2018-04-13
1876,2018-04-16
1877,2018-04-17
1878,2018-04-18
1879,2018-04-19
1880,2018-04-20
1881,2018-04-23
1882,2018-04-24
1883,2018-04-25
1884,2018-04-26
1885,2018-04-27
1886,2018-05-02
1887,2018-05-03
1888,2018-05-04
1889,2018-05-07
1890,2018-05-08
1891,2018-05-09
1892,2018-05-10
1893,2018-05-11
1894,2018-05-14
1895,2018-05-15
1896,2018-05-16
1897,2018-05-17
1898,2018-05-18
1899,2018-05-21
1900,2018-05-22
1901,2018-05-23
1902,2018-05-24
1903,2018-05-25
1904,2018-05-28
1905,2018-05-29
1906,2018-05-30
1907,2018-05-31
1908,2018-06-01
1909,2018-06-04
1910,2018-06-05
1911,2018-06-06
1912,2018-06-07
1913,2018-06-08
1914,2018-06-11
1915,2018-06-12
1916,2018-06-13
1917,2018-06-14
1918,2018-06-15
1919,2018-06-19
1920,2018-06-20
1921,2018-06-21
1922,2018-06-22
1923,2018-06-25
1924,2018-06-26
1925,2018-06-27
1926,2018-06-28
1927,2018-06-29
1928,2018-07-02
1929,2018-07-03
1930,2018-07-04
1931,2018-07-05
1932,2018-07-06
1933,2018-07-09
1934,2018-07-10
1935,2018-07-11
1936,2018-07-12
1937,2018-07-13
1938,2018-07-16
1939,2018-07-17
1940,2018-07-18
1941,2018-07-19
1942,2018-07-20
1943,2018-07-23
1944,2018-07-24
1945,2018-07-25
1946,2018-07-26
1947,2018-07-27
1948,2018-07-30
1949,2018-07-31
1950,2018-08-01
1951,2018-08-02
1952,2018-08-03
1953,2018-08-06
1954,2018-08-07
1955,2018-08-08
1956,2018-08-09
1957,2018-08-10
1958,2018-08-13
1959,2018-08-14
1960,2018-08-15
1961,2018-08-16
1962,2018-08-17
1963,2018-08-20
1964,2018-08-21
1965,2018-08-22
1966,2018-08-23
1967,2018-08-24
1968,2018-08-27
1969,2018-08-28
1970,2018-08-29
1971,2018-08-30
1972,2018-08-31
1973,2018-09-03
1974,2018-09-04
1975,2018-09-05
1976,2018-09-06
1977,2018-09-07
1978,2018-09-10
1979,2018-09-11
1980,2018-09-12
1981,2018-09-13
1982,2018-09-14
1983,2018-09-17
1984,2018-09-18
1985,2018-09-19
1986,2018-09-20
1987,2018-09-21
1988,2018-09-25
1989,2018-09-26
1990,2018-09-27
1991,2018-09-28
1992,2018-10-08
1993,2018-10-09
1994,2018-10-10
1995,2018-10-11
1996,2018-10-12
1997,2018-10-15
1998,2018-10-16
1999,2018-10-17
2000,2018-10-18
2001,2018-10-19
2002,2018-10-22
2003,2018-10-23
2004,2018-10-24
2005,2018-10-25
2006,2018-10-26
2007,2018-10-29
2008,2018-10-30
2009,2018-10-31
2010,2018-11-01
2011,2018-11-02
2012,2018-11-05
2013,2018-11-06
2014,2018-11-07
2015,2018-11-08
2016,2018-11-09
2017,2018-11-12
2018,2018-11-13
2019,2018-11-14
2020,2018-11-15
2021,2018-11-16
2022,2018-11-19
2023,2018-11-20
2024,2018-11-21
2025,2018-11-22
2026,2018-11-23
2027,2018-11-26
2028,2018-11-27
2029,2018-11-28
2030,2018-11-29
2031,2018-11-30
2032,2018-12-03
2033,2018-12-04
2034,2018-12-05
2035,2018-12-06
2036,2018-12-07
2037,2018-12-10
2038,2018-12-11
2039,2018-12-12
2040,2018-12-13
2041,2018-12-14
2042,2018-12-17
2043,2018-12-18
2044,2018-12-19
2045,2018-12-20
2046,2018-12-21
2047,2018-12-24
2048,2018-12-25
2049,2018-12-26
2050,2018-12-27
2051,2018-12-28
2052,2019-01-02
2053,2019-01-03
2054,2019-01-04
2055,2019-01-07
2056,2019-01-08
2057,2019-01-09
2058,2019-01-10
2059,2019-01-11
2060,2019-01-14
2061,2019-01-15
2062,2019-01-16
2063,2019-01-17
2064,2019-01-18
2065,2019-01-21
2066,2019-01-22
2067,2019-01-23
2068,2019-01-24
2069,2019-01-25
2070,2019-01-28
2071,2019-01-29
2072,2019-01-30
2073,2019-01-31
2074,2019-02-01
2075,2019-02-11
2076,2019-02-12
2077,2019-02-13
2078,2019-02-14
2079,2019-02-15
2080,2019-02-18
2081,2019-02-19
2082,2019-02-20
2083,2019-02-21
2084,2019-02-22
2085,2019-02-25
2086,2019-02-26
2087,2019-02-27
2088,2019-02-28
2089,2019-03-01
2090,2019-03-04
2091,2019-03-05
2092,2019-03-06
2093,2019-03-07
2094,2019-03-08
2095,2019-03-11
2096,2019-03-12
2097,2019-03-13
2098,2019-03-14
2099,2019-03-15
2100,2019-03-18
2101,2019-03-19
2102,2019-03-20
2103,2019-03-21
2104,2019-03-22
2105,2019-03-25
2106,2019-03-26
2107,2019-03-27
2108,2019-03-28
2109,2019-03-29
2110,2019-04-01
2111,2019-04-02
2112,2019-04-03
2113,2019-04-04
2114,2019-04-08
2115,2019-04-09
2116,2019-04-10
2117,2019-04-11
2118,2019-04-12
2119,2019-04-15
2120,2019-04-16
2121,2019-04-17
2122,2019-04-18
2123,2019-04-19
2124,2019-04-22
2125,2019-04-23
2126,2019-04-24
2127,2019-04-25
2128,2019-04-26
2129,2019-04-29
2130,2019-04-30
2131,2019-05-06
2132,2019-05-07
2133,2019-05-08
2134,2019-05-09
2135,2019-05-10
2136,2019-05-13
2137,2019-05-14
2138,2019-05-15
2139,2019-05-16
2140,2019-05-17
2141,2019-05-20
2142,2019-05-21
2143,2019-05-22
2144,2019-05-23
2145,2019-05-24
2146,2019-05-27
2147,2019-05-28
2148,2019-05-29
2149,2019-05-30
2150,2019-05-31
2151,2019-06-03
2152,2019-06-04
2153,2019-06-05
2154,2019-06-06
2155,2019-06-10
2156,2019-06-11
2157,2019-06-12
2158,2019-06-13
2159,2019-06-14
2160,2019-06-17
2161,2019-06-18
2162,2019-06-19
2163,2019-06-20
2164,2019-06-21
2165,2019-06-24
2166,2019-06-25
2167,2019-06-26
2168,2019-06-27
2169,2019-06-28
2170,2019-07-01
2171,2019-07-02
2172,2019-07-03
2173,2019-07-04
2174,2019-07-05
2175,2019-07-08
2176,2019-07-09
2177,2019-07-10
2178,2019-07-11
2179,2019-07-12
2180,2019-07-15
2181,2019-07-16
2182,2019-07-17
2183,2019-07-18
2184,2019-07-19
2185,2019-07-22
2186,2019-07-23
2187,2019-07-24
2188,2019-07-25
2189,2019-07-26
2190,2019-07-29
2191,2019-07-30
2192,2019-07-31
2193,2019-08-01
2194,2019-08-02
2195,2019-08-05
2196,2019-08-06
2197,2019-08-07
2198,2019-08-08
2199,2019-08-09
2200,2019-08-12
2201,2019-08-13
2202,2019-08-14
2203,2019-08-15
2204,2019-08-16
2205,2019-08-19
2206,2019-08-20
2207,2019-08-21
2208,2019-08-22
2209,2019-08-23
2210,2019-08-26
2211,2019-08-27
2212,2019-08-28
2213,2019-08-29
2214,2019-08-30
2215,2019-09-02
2216,2019-09-03
2217,2019-09-04
2218,2019-09-05
2219,2019-09-06
2220,2019-09-09
2221,2019-09-10
2222,2019-09-11
2223,2019-09-12
2224,2019-09-16
2225,2019-09-17
2226,2019-09-18
2227,2019-09-19
2228,2019-09-20
2229,2019-09-23
2230,2019-09-24
2231,2019-09-25
2232,2019-09-26
2233,2019-09-27
2234,2019-09-30
2235,2019-10-08
2236,2019-10-09
2237,2019-10-10
2238,2019-10-11
2239,2019-10-14
2240,2019-10-15
2241,2019-10-16
2242,2019-10-17
2243,2019-10-18
2244,2019-10-21
2245,2019-10-22
2246,2019-10-23
2247,2019-10-24
2248,2019-10-25
2249,2019-10-28
2250,2019-10-29
2251,2019-10-30
2252,2019-10-31
2253,2019-11-01
2254,2019-11-04
2255,2019-11-05
2256,2019-11-06
2257,2019-11-07
2258,2019-11-08
2259,2019-11-11
2260,2019-11-12
2261,2019-11-13
2262,2019-11-14
2263,2019-11-15
2264,2019-11-18
2265,2019-11-19
2266,2019-11-20
2267,2019-11-21
2268,2019-11-22
2269,2019-11-25
2270,2019-11-26
2271,2019-11-27
2272,2019-11-28
2273,2019-11-29
2274,2019-12-02
2275,2019-12-03
2276,2019-12-04
2277,2019-12-05
2278,2019-12-06
2279,2019-12-09
2280,2019-12-10
2281,2019-12-11
2282,2019-12-12
2283,2019-12-13
2284,2019-12-16
2285,2019-12-17
2286,2019-12-18
2287,2019-12-19
2288,2019-12-20
2289,2019-12-23
2290,2019-12-24
2291,2019-12-25
2292,2019-12-26
2293,2019-12-27
2294,2019-12-30
2295,2019-12-31
2296,2020-01-02
2297,2020-01-03
2298,2020-01-06
2299,2020-01-07
2300,2020-01-08
2301,2020-01-09
2302,2020-01-10
2303,2020-01-13
2304,2020-01-14
2305,2020-01-15
2306,2020-01-16
2307,2020-01-17
2308,2020-01-20
2309,2020-01-21
2310,2020-01-22
2311,2020-01-23
2312,2020-02-03
2313,2020-02-04
2314,2020-02-05
2315,2020-02-06
2316,2020-02-07
2317,2020-02-10
2318,2020-02-11
2319,2020-02-12
2320,2020-02-13
2321,2020-02-14
2322,2020-02-17
2323,2020-02-18
2324,2020-02-19
2325,2020-02-20
2326,2020-02-21
2327,2020-02-24
2328,2020-02-25
2329,2020-02-26
2330,2020-02-27
2331,2020-02-28
2332,2020-03-02
2333,2020-03-03
2334,2020-03-04
2335,2020-03-05
2336,2020-03-06
2337,2020-03-09
2338,2020-03-10
2339,2020-03-11
2340,2020-03-12
2341,2020-03-13
2342,2020-03-16
2343,2020-03-17
2344,2020-03-18
2345,2020-03-19
2346,2020-03-20
2347,2020-03-23
2348,2020-03-24
2349,2020-03-25
2350,2020-03-26
2351,2020-03-27
2352,2020-03-30
2353,2020-03-31
2354,2020-04-01
2355,2020-04-02
2356,2020-04-03
2357,2020-04-07
2358,2020-04-08
2359,2020-04-09
2360,2020-04-10
2361,2020-04-13
2362,2020-04-14
2363,2020-04-15
2364,2020-04-16
2365,2020-04-17
2366,2020-04-20
2367,2020-04-21
2368,2020-04-22
2369,2020-04-23
2370,2020-04-24
2371,2020-04-27
2372,2020-04-28
2373,2020-04-29
2374,2020-04-30
2375,2020-05-06
2376,2020-05-07
2377,2020-05-08
2378,2020-05-11
2379,2020-05-12
2380,2020-05-13
2381,2020-05-14
2382,2020-05-15
2383,2020-05-18
2384,2020-05-19
2385,2020-05-20
2386,2020-05-21
2387,2020-05-22
2388,2020-05-25
2389,2020-05-26
2390,2020-05-27
2391,2020-05-28
2392,2020-05-29
2393,2020-06-01
2394,2020-06-02
2395,2020-06-03
2396,2020-06-04
2397,2020-06-05
2398,2020-06-08
2399,2020-06-09
2400,2020-06-10
2401,2020-06-11
2402,2020-06-12
2403,2020-06-15
2404,2020-06-16
2405,2020-06-17
2406,2020-06-18
2407,2020-06-19
2408,2020-06-22
2409,2020-06-23
2410,2020-06-24
2411,2020-06-29
2412,2020-06-30
2413,2020-07-01
2414,2020-07-02
2415,2020-07-03
2416,2020-07-06
2417,2020-07-07
2418,2020-07-08
2419,2020-07-09
2420,2020-07-10
2421,2020-07-13
2422,2020-07-14
2423,2020-07-15
2424,2020-07-16
2425,2020-07-17
2426,2020-07-20
2427,2020-07-21
2428,2020-07-22
2429,2020-07-23
2430,2020-07-24
